YearMonthKey,ItemCode,ItemDescription,ItemCategory,ItemSize,TotalInventory,Price,StockValue,SnapshotDate
202509,18883,HIGH WEST DOUBLE RYE WHISKEY 1.75L,STRAIGHT RYE WHISKEY,1.75L,0,59.99,0.0,2025-09-18
202509,358544,BOYAL ROSADO - 750ML,SPANISH/PORTUGUESE,750ML,0,11.99,0.0,2025-09-18
202509,72448,JOHNNIE WALKER HIGH RYE - 750ML,IMPORTED SCOTCH,750ML,0,37.99,0.0,2025-09-18
202509,43540,JACOBS CREEK RES SHZ - 750ML,AUSTRALIAN,750ML,0,14.99,0.0,2025-09-18
202509,166799,GLEN GRANT 15YR SINGLE MALT SCOTCH - 750ML,SINGLE MALT SCOTCH,750ML,0,74.99,0.0,2025-09-18
202509,378776,RAPAURA SPRINGS RES SAUV BLANC - 750ML,NEW ZEALAND,750ML,0,23.99,0.0,2025-09-18
202509,359388,DR STONERS ISLAND BUSH HERB RUM - 750ML,DOMESTIC RUM FLAVORS,750ML,0,26.99,0.0,2025-09-18
202509,81155,TERRANOBLE CLASSIC S/BLC - 750ML,CHILE,750ML,0,11.99,0.0,2025-09-18
202509,89846,CAMPO AZUL 1940 REPOSADO TEQ - 750ML,TEQUILA,750ML,0,50.99,0.0,2025-09-18
202509,89029,DOC SWINSON'S EXPLORATORY CASK TAWNY PORT STRAIGHT BOURB WHISKEY 114.2P LIMIT ED - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,94.99,0.0,2025-09-18
202509,319731,SOLDEICA PISCO ACHOLADO - 750ML,MISCELLANEOUS IMPORTED SPIRITS,750ML,0,21.99,0.0,2025-09-18
202509,27804,J W DANT SCOTCH - 1.75L,IMPORTED SCOTCH,1.75L,0,19.99,0.0,2025-09-18
202509,86127,VINA EGUIA RIOJA RESERVA 750ML,SPANISH/PORTUGUESE,750ML,36,19.99,719.64,2025-09-18
202509,237803,REDWOOD EMPIRE PIPE DREAM BOURB WHISKEY - 750ML,STRAIGHT BOURBON WHISKEY,750ML,156,39.99,6238.4400000000005,2025-09-18
202509,346760,GALERNA VERDEJO - 750ML,SPANISH/PORTUGUESE,750ML,0,13.99,0.0,2025-09-18
202509,73607,BOLS RED LIGHT NEGRONI - 200ML,MISCELLANEOUS IMPORTED SPIRITS,200ML,0,5.99,0.0,2025-09-18
202509,336527,UNDERWOOD ROSE - 750ML,AMERICAN BLUSH,750ML,0,16.99,0.0,2025-09-18
202509,89046,BARRELL VANTAGE BLEND BOURB WHISKEY 114.44P - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,92.99,0.0,2025-09-18
202509,237680,LION & DOVE S/BLC - 750ML,KOSHER,750ML,0,13.99,0.0,2025-09-18
202509,89650,MATSUI KURAYOSHI 18YR MALT WHISKY - 700ML,MISCELLANEOUS IMPORTED SPIRITS,700ML,0,438.99,0.0,2025-09-18
202509,17604,J LOHR CUVEE'S E ST 750ML,AMERICAN RED,750ML,0,47.99,0.0,2025-09-18
202509,57878,ABSENTE LIQUEUR - 750ML,IMPORTED CORDIALS,750ML,0,48.99,0.0,2025-09-18
202509,168222,ARROW TRIPLE SEC 30 PROOF 1L,DOMESTIC CORDIALS,1L,0,6.29,0.0,2025-09-18
202509,368416,MR BOSTON BLUE CURACAO - 1L,DOMESTIC CORDIALS,1L,0,6.99,0.0,2025-09-18
202509,169808,FARMERS ORGANIC GIN 750ML,DOMESTIC GIN,750ML,0,33.99,0.0,2025-09-18
202509,237895,SEGURA VIUDAS CAVA BRUT ORG - 750ML,SPARKLING,750ML,0,14.99,0.0,2025-09-18
202509,75453,CIROC VODKA -  SUMMER WATERMELON - 750ML,IMPORTED VODKA FLAVORS,750ML,0,31.99,0.0,2025-09-18
202509,76810,GARRISON BROS TEXAS BOURBON - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,94.99,0.0,2025-09-18
202509,371876,RIUNITE FRUIT FRESHERS STRAWBEERY BELLINI - 750ML,MISCELLANEOUS IMPORTED WINE,750ML,0,9.99,0.0,2025-09-18
202509,244247,TRAMBUSTI CAVALLERESCO TOSCANA 750ML,ITALIAN RED WINE,750ML,0,9.99,0.0,2025-09-18
202509,88190,METHOD & MADNESS SINGLE GRAIN - 700ML,IRISH WHISKEY,700ML,0,49.99,0.0,2025-09-18
202509,71994,BOLLA VALPOLICELLA - 1.5L,ITALIAN RED WINE,1.5L,0,20.99,0.0,2025-09-18
202509,170562,TEQUILA ZARPADO ANEJO 750ML,TEQUILA,750ML,0,26.99,0.0,2025-09-18
202509,365738,BRECKENRIDGE PEAR VODKA - 750ML,DOMESTIC VODKA,750ML,0,23.99,0.0,2025-09-18
202509,318836,JOEL GOTT OREGON PINOT GRIS 750ML,AMERICAN WHITE,750ML,0,18.99,0.0,2025-09-18
202509,52076,RITTENHOUSE RYE - LITER - 1L,STRAIGHT BOURBON WHISKEY,1L,0,32.99,0.0,2025-09-18
202509,243731,SKYFALL WASH ST CHARD - 750ML,AMERICAN WHITE,750ML,0,19.99,0.0,2025-09-18
202509,378829,GRAN AGAVE GHOST ED REPOSADO TEQUILA - 750ML,TEQUILA,750ML,0,68.99,0.0,2025-09-18
202509,243296,FRANKLY ORG VODKA - 750ML,DOMESTIC VODKA,750ML,0,24.99,0.0,2025-09-18
202509,89210,OAK & EDEN BOURB/SPIRE TOASTED OAK BOURB - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,39.99,0.0,2025-09-18
202509,52146,SMOOTH AMBLER FOUNDERS CASK 126P - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,51.99,0.0,2025-09-18
202509,348752,L'ECOLE NO 41 SYRAH - 750ML,AMERICAN RED,750ML,0,34.99,0.0,2025-09-18
202509,357518,APPALACHIAN DARK CHOC COFFEE SIPPIN CREAM - 50ML (6-Pack),DOMESTIC CORDIALS,6pk,0,16.74,0.0,2025-09-18
202509,40029,E&J BRANDY VS - 1L,DOMESTIC BRANDY,1L,0,14.99,0.0,2025-09-18
202509,167775,OWEN'S EXPRESSO MARTINI MIX 6/4PK 240ML (4-Pack),IMPORTED NON ALCOHOLIC BEER,4pk,0,15.99,0.0,2025-09-18
202509,247235,ST AGRESTIS PHONY MEZCAL NEGRONI NA 16/2PK -  200ML NR (2-Pack),NON-ALCOHOLIC MIXERS,2pk,0,9.99,0.0,2025-09-18
202509,52106,DAVIESS COUNTY MED TOASTED BOURBON(HAL)750ML,STRAIGHT BOURBON WHISKEY,750ML,0,47.99,0.0,2025-09-18
202509,302992,CHATEAU HAUT MONPLAISIR TRADITION 750ML,RED BURGUNDY WINE,750ML,0,22.99,0.0,2025-09-18
202509,354784,TERRANOBLE GRAN RES CARMENERE - 750ML,CHILE,750ML,0,22.99,0.0,2025-09-18
202509,21806,FONSECA LBV PORT - 750ML,PORT,750ML,0,29.99,0.0,2025-09-18
202509,169713,WHITE ROCK GINGER ALE 1L,NON-ALCOHOLIC MIXERS,1L,0,2.49,0.0,2025-09-18
202509,30704,KAH BLANCO TEQUILA - 750ML,TEQUILA,750ML,0,64.99,0.0,2025-09-18
202509,240532,SANTO PURO MEZQUILA - 750ML,TEQUILA,750ML,0,74.99,0.0,2025-09-18
202509,298071,BALLOTIN CHOCOLATE MINT WHISKEY 750ML,STRAIGHT RYE WHISKEY,750ML,0,26.99,0.0,2025-09-18
202509,240894,D'USSE XO COGNAC - 750ML,COGNAC,750ML,0,148.99,0.0,2025-09-18
202509,38059,BACARDI RUM - GOLD - 200ML,IMPORTED RUM,200ML,0,4.99,0.0,2025-09-18
202509,58092,KETEL ONE VODKA-W/GLASS - 750ML,IMPORTED VODKA,750ML,0,27.99,0.0,2025-09-18
202509,297580,BEAU JOIE ROSE 750ML,CHAMPAGNE,750ML,0,123.99,0.0,2025-09-18
202509,368276,FLO CABERNET - 750ML,AMERICAN RED,750ML,0,16.99,0.0,2025-09-18
202509,51046,SAM ADAMS AMERICAN LIGHT 4/6 NR - 12.0Z (6-Pack),DOMESTIC BOTTLE BEER,6pk,1896,10.99,20837.04,2025-09-18
202509,17641,HIGH WEST WHISKEY CASK COLLECTION RUM FINISH 750ML,STRAIGHT RYE WHISKEY,750ML,0,57.99,0.0,2025-09-18
202509,85560A,PENFOLDS BIN 8 CAB/SHZ - 750ML,AUSTRALIAN,750ML,0,22.99,0.0,2025-09-18
202509,336268,STELLA ROSA RED NA - 750ML,NON-ALCOHOLIC WINE,750ML,0,9.99,0.0,2025-09-18
202509,80103,ENTWINE CAB - 750ML,AMERICAN RED,750ML,0,10.99,0.0,2025-09-18
202509,89354,TAPATIO BLANCO 110P TEQUILA - 750ML,TEQUILA,750ML,0,77.99,0.0,2025-09-18
202509,243262,THE WILD FIGHTER A/V CAB - 750ML,AMERICAN RED,750ML,0,21.99,0.0,2025-09-18
202509,18365,BALVENIE 16YR FRENCH OAK PINEAU CASK 750ML,SINGLE MALT SCOTCH,750ML,0,199.99,0.0,2025-09-18
202509,64424,DUBOEUF POUILLY FUISSE FLOWER 750ML,WHITE BURGUNDY WINE,750ML,0,39.99,0.0,2025-09-18
202509,73343,DALMORE CIGAR MALT - 750ML,SINGLE MALT SCOTCH,750ML,0,182.99,0.0,2025-09-18
202509,315846,AVIGNONESI CANTALORO ROSSO - 750ML,ITALIAN RED WINE,750ML,0,15.99,0.0,2025-09-18
202509,241448,BERINGER BBN BRL RED RYE - 750ML,AMERICAN TABLE WINE,750ML,0,16.99,0.0,2025-09-18
202509,170460,HERCULES MULLIGAN EYE & RYE WHISKEY 750ML,STRAIGHT RYE WHISKEY,750ML,0,50.99,0.0,2025-09-18
202509,63864,MT. DEFIANCE GINGER CIDER 750ML,DOMESTIC BOTTLE BEER,750ML,0,13.56,0.0,2025-09-18
202509,42423,THE COCKTAIL COURIER PARTY CAN PASSION FRUIT COSMICPOLITAN RTD - 1.75L,PRE-MIX COCKTAILS,1.75L,0,30.99,0.0,2025-09-18
202509,57180,SOUTHERN COMFORT AMERICANA 70P - 750ML,BLENDED WHISKEY,750ML,0,14.99,0.0,2025-09-18
202509,238489,DOM QUIVY GEVREY-CHAMBERTIN EN CHAMPS - 750ML,RED BURGUNDY WINE,750ML,0,109.99,0.0,2025-09-18
202509,239444,PARUSSO BAROLO PERARMANDO - 750ML,ITALIAN RED WINE,750ML,0,73.99,0.0,2025-09-18
202509,427413,TERLANO PINOT GRIG - 750ML,ITALIAN WHITE WINE,750ML,204,26.99,5505.96,2025-09-18
202509,309745,MACROSTIE P/NOIR - 750ML,AMERICAN RED,750ML,0,43.99,0.0,2025-09-18
202509,377616,EL DORADO 3YR CASK AGED WHITE RUM - 1L,IMPORTED RUM,1L,0,24.99,0.0,2025-09-18
202509,379267,THE DEACON SCOTCH WHISKEY - 750ML,IMPORTED SCOTCH,750ML,0,41.99,0.0,2025-09-18
202509,333589,CAMPO VIEJO CAVA BRUT - 750ML,SPANISH/PORTUGUESE,750ML,0,12.99,0.0,2025-09-18
202509,297271,REAL PINEAPPLE INFUSED SYRUP 16.9OZ - 16.9Z,NON-ALCOHOLIC MIXERS,16.9Z,0,7.99,0.0,2025-09-18
202509,167677,MR BOSTON APRICOT BRANDY 1L - 1LTR,DOMESTIC BRANDY,1LTR,0,13.99,0.0,2025-09-18
202509,132,BOTTLE PENS -1 SILVER -  1 GOLD  -1 CARDED - UNIT,STORE SUPPLIES,UNIT,0,4.99,0.0,2025-09-18
202509,15913,CHAMPAGNE PALMER BRUT RESERVE NV 750ML,FRANCE-OTHER,750ML,0,62.99,0.0,2025-09-18
202509,356918,DOUGH SAUVIGNON BLANC - 750ML,AMERICAN WHITE,750ML,0,19.99,0.0,2025-09-18
202509,200,HOLIDAY MINI ADVENT BOX - UNIT,STORE SUPPLIES,UNIT,0,9.99,0.0,2025-09-18
202509,314229,HOCHSTADTER'S ROCK&RYE SLOW&LOW - 750ML,STRAIGHT RYE WHISKEY,750ML,0,29.99,0.0,2025-09-18
202509,169975,TODROS SAMENA 750ML,KOSHER,750ML,0,21.99,0.0,2025-09-18
202509,68802,PRINCIPESSA GAVI - 750ML,ITALIAN WHITE WINE,750ML,0,17.69,0.0,2025-09-18
202509,42619,MONTE AZUL PLATA TEQUILA - 750ML,TEQUILA,750ML,0,36.99,0.0,2025-09-18
202509,82037,CK MONDAVI CHARD - 750ML,AMERICAN WHITE,750ML,0,8.99,0.0,2025-09-18
202509,166864,HEAVENS DOOR TN BOURB REVIVAL 92 - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,55.99,0.0,2025-09-18
202509,89436,EDRADOUR OLOROSO CASK HIGHLAND S/M SCOTCH WHISKEY 10YR - 700ML,SINGLE MALT SCOTCH,700ML,0,219.99,0.0,2025-09-18
202509,81442,BERINGER WH/MER - 750ML,AMERICAN BLUSH,750ML,0,10.99,0.0,2025-09-18
202509,321307,LAB PORTUGUESE ROSE - 750ML,SPANISH/PORTUGUESE,750ML,0,9.99,0.0,2025-09-18
202509,88253,ABSOLUT COMBO VARIETY PACK - RTD - 355ML (8-Pack),LIQ BASED RTD,8pk,0,22.99,0.0,2025-09-18
202509,339232,VIEJO FEO S/BLANC - 750ML,CHILE,750ML,0,11.99,0.0,2025-09-18
202509,297506,SUTTER HOME FRUIT INFUSION BLUEBERRY WATERMELON 24/187ML 4PK (4-Pack),AMERICAN BLUSH,4pk,0,10.99,0.0,2025-09-18
202509,19177,DEVILS BACKBONE FRUIT PUNCH SMASH 6/4 CANS - 12.0Z (4-Pack),LIQ BASED RTD,4pk,0,12.99,0.0,2025-09-18
202509,43109,DEKUYPER CREME DE CACAO DARK - 1L,DOMESTIC CORDIALS,1L,0,10.99,0.0,2025-09-18
202509,348436,CH ST MICHELLE ROSE - 750ML,AMERICAN BLUSH,750ML,156,15.99,2494.44,2025-09-18
202509,89349,BUFFALO TRACE BOURBON CREAM - 50ML,DOMESTIC LIQUOR SPECIALTY,50ML,0,1.99,0.0,2025-09-18
202509,42679,PRESIDENTE BRANDY W/ 2MUERTOS GLASSES - 1L,IMPORTED BRANDY,1L,0,27.99,0.0,2025-09-18
202509,13843,TRES AGAVES ORGANIC MARGARITA MIX 1L,NON-ALCOHOLIC MIXERS,1L,0,9.99,0.0,2025-09-18
202509,80413,FABRIZIA BLOOD ORANGE - 750ML,LIQUEUR,750ML,0,19.99,0.0,2025-09-18
202509,42251,BARRELL BOURB CASK STRENGTH WHISKEY 15YR 104.9PROOF - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,289.99,0.0,2025-09-18
202509,241612,CAMPO VIEJO RED BLEND - 750ML,SPANISH/PORTUGUESE,750ML,0,10.99,0.0,2025-09-18
202509,170007,LOS VECINOS DEL CAMPO ESPADIN MEZCAL 750ML,TEQUILA,750ML,0,30.99,0.0,2025-09-18
202509,17046,400 CONEJOS CUISHE MEZCAL 750ML,TEQUILA,750ML,0,44.99,0.0,2025-09-18
202509,89187,BLUE RUN EMERALD KY STRAIGHT RYE WHISKEY (116.7) - 750ML,STRAIGHT RYE WHISKEY,750ML,0,121.99,0.0,2025-09-18
202509,54893,MALIBU RUM - PEACH  - 750ML,IMPORTED RUM FLAVORS,750ML,0,20.99,0.0,2025-09-18
202509,247416,FREIXENET ASTI DOCG SPARK - 750ML,ITALIAN WHITE WINE,750ML,0,20.99,0.0,2025-09-18
202509,232132,VILARNAU CAVA BRUT - 750ML,SPANISH/PORTUGUESE,750ML,0,20.99,0.0,2025-09-18
202509,70686,GLENDRONACH 12YR SM - 750ML,SINGLE MALT SCOTCH,750ML,0,75.99,0.0,2025-09-18
202509,425265,CASAL GARCIA RSE - 750ML,SPANISH/PORTUGUESE,750ML,0,9.99,0.0,2025-09-18
202509,84509,CORBETT CANYON P/NOIR - 3L,AMERICAN RED,3L,0,20.99,0.0,2025-09-18
202509,353358,LINI 910 LAMBRUSCO ROSSO - 750ML,ITALIAN ROSE WINE,750ML,0,20.99,0.0,2025-09-18
202509,358020,LOST ARK LADY ANNE WHITE RUM - 750ML,DOMESTIC RUM,750ML,0,34.99,0.0,2025-09-18
202509,89365,BLUE RUN TRIFECTA BLEND KY STRAIGHT BOURB WHISKEY - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,203.99,0.0,2025-09-18
202509,88188,METHOD & MADNESS SINGLE MALT - 700ML,IRISH WHISKEY,700ML,0,81.99,0.0,2025-09-18
202509,242261,SUNNY WITH A CHANCE OF FLOWERS CAB - 750ML,AMERICAN RED,750ML,0,14.99,0.0,2025-09-18
202509,74000,KETEL ONE VODKA - ORANJE - 1L,IMPORTED VODKA FLAVORS,1L,0,37.99,0.0,2025-09-18
202509,338351,DAOU SOUL OF A LION CAB - 750ML,AMERICAN RED,750ML,0,116.99,0.0,2025-09-18
202509,78723,CAPTAIN MORGAN BLACK SPICED RU - 750ML,IMPORTED RUM FLAVORS,750ML,0,23.99,0.0,2025-09-18
202509,86398,KEDEM CONCORD GRAPE - 750ML,KOSHER,750ML,0,5.99,0.0,2025-09-18
202509,377538,NOVELTY HILL SYR - 750ML,AMERICAN RED,750ML,0,27.99,0.0,2025-09-18
202509,167564,CHUM CHURUM RICH 375ML,MISCELLANEOUS IMPORTED SPIRITS,375ML,0,8.99,0.0,2025-09-18
202509,239424,VINEDOS RAUL PEREZ ULTREIA ST JACQUES - 750ML,SPANISH/PORTUGUESE,750ML,0,24.99,0.0,2025-09-18
202509,88544,CROWN ROYAL 18YR - 750ML,CANADIAN WHISKEY,750ML,0,139.99,0.0,2025-09-18
202509,86544,BUCHANANS MASTER 12YR - 750ML,IMPORTED SCOTCH,750ML,0,64.99,0.0,2025-09-18
202509,89414,JINRO 24 SOJU - 700ML,MISCELLANEOUS IMPORTED SPIRITS,700ML,144,13.99,2014.56,2025-09-18
202509,42695,BLUE RUN KY STRAIGHT GOLDEN RYE WHISKEY - 750ML,STRAIGHT RYE WHISKEY,750ML,0,115.99,0.0,2025-09-18
202509,244654,ARROW BLACK RASPBERRY LIQUEUR 1L,DOMESTIC CORDIALS,1L,0,7.29,0.0,2025-09-18
202509,51511,HERRADURA TEQUILA - SILVER - 1.75L,TEQUILA,1.75L,0,87.99,0.0,2025-09-18
202509,89710,BERINGER CAL CHEN/BLC - 750ML,AMERICAN WHITE,750ML,0,10.99,0.0,2025-09-18
202509,89284,REY CAMPERO CUISHE JOVEN MEZCAL - 750ML,TEQUILA,750ML,0,107.99,0.0,2025-09-18
202509,245067,PARCELEROS MALBEC MENDOZA - 750ML,SOUTH AMERICAN OTHER,750ML,0,10.99,0.0,2025-09-18
202509,45845,GRUET BL/NOIR - 750ML,SPARKLING,750ML,0,22.99,0.0,2025-09-18
202509,88596,DELEON TEQUILA - REPOSADO - 750ML,TEQUILA,750ML,0,40.99,0.0,2025-09-18
202509,51264,KETEL ONE VODKA-W/MARTINI GLASS - 750ML,IMPORTED VODKA,750ML,0,27.99,0.0,2025-09-18
202509,312739,LAGO CERQUEIRA ROSE - 750ML,SPANISH/PORTUGUESE,750ML,0,12.99,0.0,2025-09-18
202509,32217,OLE SMOKY COCKTAIL BLACKBERRY LEMONADE 6/4PK - 12OZ CAN - 12.0Z (4-Pack),LIQ BASED RTD,4pk,0,17.99,0.0,2025-09-18
202509,10847,MARKHAM CAB - 750ML,AMERICAN RED,750ML,0,61.99,0.0,2025-09-18
202509,170802,COPPA COCKTAILS STRAWBERRY DAIQUIRI 750ML,LIQ BASED RTD,750ML,0,17.99,0.0,2025-09-18
202509,41998,HENNESSY COGNAC XO - 750ML,COGNAC,750ML,0,279.99,0.0,2025-09-18
202509,327422,STEMMARI P/NOIR - 750ML,ITALIAN RED WINE,750ML,0,14.99,0.0,2025-09-18
202509,432482,CH TOUR DE PRESSAC ST EMILION - 750ML,RED BORDEAUX WINE,750ML,0,48.99,0.0,2025-09-18
202509,362069,SAN POLO AUKA MAL - 750ML,ARGENTINA,750ML,108,15.99,1726.92,2025-09-18
202509,88868,MILK AND HONEY LEVANTINE GIN KOS - 750ML,IMPORTED GIN,750ML,0,62.99,0.0,2025-09-18
202509,84526,CHARLES THOMAS CDR ROSE - 750ML,FRENCH BLUSH,750ML,0,13.99,0.0,2025-09-18
202509,357654,MARK ROGERS AMERICAN PEACH MOONSHINE - 750ML,DOMESTIC LIQUOR SPECIALTY,750ML,0,18.99,0.0,2025-09-18
202509,71838,CIROC VODKA -  LIMONATA - 750ML,IMPORTED VODKA FLAVORS,750ML,0,29.99,0.0,2025-09-18
202509,52070,DEL MAGUEY PUEBLA MEZCAL - 750ML,TEQUILA,750ML,0,38.99,0.0,2025-09-18
202509,35556,SKOL VODKA - 750ML,DOMESTIC VODKA,750ML,0,6.99,0.0,2025-09-18
202509,237767,CH ST JULIAN BORD SUP ROUGE - 750ML,RED BORDEAUX WINE,750ML,0,18.99,0.0,2025-09-18
202509,310326,CH LASSEGUE LES CADRANS - 750ML,RED BORDEAUX WINE,750ML,0,41.99,0.0,2025-09-18
202509,371156,ONE STONE ROSE - 750ML,AMERICAN BLUSH,750ML,0,19.99,0.0,2025-09-18
202509,66117,TORRESELLA P/GRIG - 750ML,ITALIAN WHITE WINE,750ML,0,14.99,0.0,2025-09-18
202509,170798,COPPA COCKTAILS MARGARITA 750ML,LIQ BASED RTD,750ML,0,17.99,0.0,2025-09-18
202509,77645,DEKUYPER CREME DE MENTHE GREEN - 1L,DOMESTIC CORDIALS,1L,0,16.99,0.0,2025-09-18
202509,12421,GLEN GRANT 12YR - 750ML,SINGLE MALT SCOTCH,750ML,0,54.99,0.0,2025-09-18
202509,297520,MASTER OF MIXES BIG BUCKET MARGARITA LITE 4/96OZ - 96.0Z,NON-ALCOHOLIC MIXERS,96.0Z,0,9.99,0.0,2025-09-18
202509,71123,ROUGH RIDER BIG STICK CASK STRENGTH - 750ML,DOMESTIC LIQUOR SPECIALTY,750ML,0,64.99,0.0,2025-09-18
202509,81321,B&G BISTRO P/NOIR - 750ML,RED BURGUNDY WINE,750ML,0,12.99,0.0,2025-09-18
202509,90924,MILAGRO ANEJO TEQUILA 1.75L,TEQUILA,1.75L,0,86.99,0.0,2025-09-18
202509,240512,JOSH CELLARS CRAFTSMEN COLLECTION CABERNET - 750ML,AMERICAN RED,750ML,0,16.99,0.0,2025-09-18
202509,362616,STELLA ROSA BLACKBERRY - 750ML,SPARKLING,750ML,0,13.99,0.0,2025-09-18
202509,34851,GOSLINGS BLACK SEAL RUM - 1.75L,IMPORTED RUM,1.75L,0,32.99,0.0,2025-09-18
202509,239704,DR STONERS HIERBA LOCA TEQUILA - 750ML,TEQUILA FLAVORS,750ML,0,26.99,0.0,2025-09-18
202509,48121,JACOPA POLI MIELE - 750ML,GRAPPA,750ML,0,34.99,0.0,2025-09-18
202509,52124,RABBIT HOLE HEIGOLD BOURBON - 200ML,STRAIGHT BOURBON WHISKEY,200ML,0,19.99,0.0,2025-09-18
202509,170749,LAGRIMAS DEL VALLE SABINO PLATA TEQUILA 750ML,TEQUILA,750ML,0,80.99,0.0,2025-09-18
202509,89851,CAMPO AZUL 1940 BLANCO TEQ - 750ML,TEQUILA,750ML,0,46.99,0.0,2025-09-18
202509,362288,TEXTBOOK RED BLEND PAGE TURNER - 750ML,AMERICAN RED,750ML,0,93.99,0.0,2025-09-18
202509,345207,KINDZMARAULI ORSHIMO CERAMIC - 750ML,MISCELLANEOUS IMPORTED WINE,750ML,0,23.99,0.0,2025-09-18
202509,379389,PINHOOK BBN 8YR VERTICAL - 6/750ML,STRAIGHT BOURBON WHISKEY,750ML,0,106.99,0.0,2025-09-18
202509,47169,BOWMORE 15YR - 750ML,SINGLE MALT SCOTCH,750ML,0,108.99,0.0,2025-09-18
202509,373164,COPPER AND CASK MK 419 WHISKEY - 750ML,STRAIGHT RYE WHISKEY,750ML,0,59.99,0.0,2025-09-18
202509,340793,TECHNI ALIPIAS MALAGOUZIA 15 - 750ML,GREEK,750ML,0,21.99,0.0,2025-09-18
202509,89999,MACMURRAY RANCH CC P/NOIR - 750ML,AMERICAN RED,750ML,0,19.99,0.0,2025-09-18
202509,379268,MCQUEEN & THE VIOLET FOG GIN - 750ML,IMPORTED GIN,750ML,0,36.99,0.0,2025-09-18
202509,337013,ISOLA BIANCO ALCESTI - 750ML,ITALIAN WHITE WINE,750ML,240,9.99,2397.6,2025-09-18
202509,240544,HANSON HABANERO VODKA 6/750ML,DOMESTIC LIQUOR SPECIALTY,750ML,0,27.99,0.0,2025-09-18
202509,355350,CHRONIC CELLARS CAB SIR REAL - 750ML,AMERICAN RED,750ML,0,21.99,0.0,2025-09-18
202509,90926,BALVENIE 14YR AMERICAN BOURBON BARREL 750ML,SINGLE MALT SCOTCH,750ML,0,114.99,0.0,2025-09-18
202509,32150,KENTUCKY OWL MARDI GRAS XO CASK EDITION 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,419.99,0.0,2025-09-18
202509,52117,EZRA BROOKS RYE  99P -750ml,STRAIGHT RYE WHISKEY,750ML,0,19.99,0.0,2025-09-18
202509,365836,ROSCATO GOLD SWEET RED - 750ML,ITALIAN RED WINE,750ML,0,15.99,0.0,2025-09-18
202509,76765,COSTA TEQUILA - ANEJO - 750ML,TEQUILA,750ML,0,57.99,0.0,2025-09-18
202509,44599,BERRYWINE SANGRIA - 1.5L,AMERICAN RED,1.5L,0,24.99,0.0,2025-09-18
202509,88894,WENTE NTH DEGREE CHARD - 750ML,AMERICAN WHITE,750ML,0,76.99,0.0,2025-09-18
202509,32215,OLE SMOKY COCKTAIL MOUNTAIN RITA 6/4PK - 12OZ CAN - 12.0Z (4-Pack),LIQ BASED RTD,4pk,0,17.99,0.0,2025-09-18
202509,401714,DALTON SHZ - 750ML,KOSHER,750ML,0,31.99,0.0,2025-09-18
202509,87284,MARTINI & ROSSI SPARKLING ROSE - 750ML,SPARKLING,750ML,0,16.99,0.0,2025-09-18
202509,247292,TIMBAL EXTRA DRY VERMOUTH - 500ML,VERMOUTH,500ML,0,16.99,0.0,2025-09-18
202509,77318,THE BOTANIST ISLAY DRY GIN 750ML,IMPORTED GIN,750ML,798,44.99,35902.020000000004,2025-09-18
202509,57754,TEQUILA ROSE CREAM - 750ML,IMPORTED CORDIALS,750ML,0,28.99,0.0,2025-09-18
202509,340515,RICKSHAW CAB - 750ML,AMERICAN RED,750ML,0,12.99,0.0,2025-09-18
202509,84697,HESS MONTEREY CHARD - 750ML,AMERICAN WHITE,750ML,348,13.99,4868.52,2025-09-18
202509,45387,BARNARD GRIFFIN WH/RIES - 750ML,AMERICAN WHITE,750ML,0,16.99,0.0,2025-09-18
202509,350840,ANTIOQUENO AGUARDIENTE - 750ML,IMPORTED CORDIALS,750ML,0,21.99,0.0,2025-09-18
202509,67520,J SPARK CUV 20 - 750ML,SPARKLING,750ML,0,33.99,0.0,2025-09-18
202509,70405,CUPCAKE BLACK FOREST - 750ML,AMERICAN RED,750ML,0,14.99,0.0,2025-09-18
202509,89426,CODIGO 1530 TEQ REPOSADO LIMIT ED MD BARREL STRENGTH - 750ML,TEQUILA,750ML,0,86.99,0.0,2025-09-18
202509,61522,CROWN ROYAL W/ 2 GLASSES - 750ML,CANADIAN WHISKEY,750ML,0,29.99,0.0,2025-09-18
202509,30931,ALLAGASH HOP REACH 4/6 CAN - 12.0Z (6-Pack),DOMESTIC CAN BEER,6pk,0,11.18,0.0,2025-09-18
202509,347841,PLYMOUTH GIN - 1L,DOMESTIC GIN,1L,0,35.99,0.0,2025-09-18
202509,338694,DR LOOSEN DR L DRY RIES - 750ML,GERMAN WINE,750ML,0,15.99,0.0,2025-09-18
202509,89681,7 LEGUES REPOSADO TEQUILA - 700ML,TEQUILA,700ML,0,60.99,0.0,2025-09-18
202509,83473,SONOMA CUTRER LES PIERRES CHARDONNAY 750ML,AMERICAN WHITE,750ML,0,42.99,0.0,2025-09-18
