"Code","Category","Description","Size","Total Inventory","Price","Sale Price","Sale End Date"
"48207","SPANISH/PORTUGUESE","CAMPO VIEJO TEMP - 750ML","750ML","300","$12.99",,
"85088","AMERICAN RED","J VINEYARDS MULTI - APPELATION BLK LBL P/NOIR - 750ML","750ML","444","$23.99",,
"70234","STRAIGHT BOURBON WHISKEY","FOUR ROSES SMALL BATCH BOURB - 750ML (1 Bottle)","750ML","222","$35.99","$31.99","09/30/2025"
"72922","IMPORTED CORDIALS","BRADYS IRISH CREAM - 1.75L","1.75L","294","$22.99",,
"83923","AMERICAN WHITE","BAREFOOT CEL RIESLING - 1.5L (1 Bottle)","1.5L","198","$14.99","$12.99","09/30/2025"
"63070","RED BORDEAUX WINE","CH SAINT SULPICE ROUGE - 750ML","750ML","96","$14.99",,
"55050","PRE-MIX COCKTAILS","CHI-CHI'S MARGARITA - 1.75L","1.75L","558","$9.99",,
"80242","FRANCE-OTHER","LE GRAND NOIR ROSE - 750ML","750ML","228","$12.99",,
"241898","CHAMPAGNE","PERRIER JOUET GRAND BRUT NV NEW SHAPE - 750ML","750ML","132","$63.99",,
"243144","AMERICAN WHITE","MCBRIDE SISTERS BLACK GIRL MAGIC RIES - 750ML","750ML","120","$19.99",,
"296872","AMERICAN RED","JOSH CELLARS MERLOT 750ML","750ML","444","$17.99",,
"50750","IMPORTED GIN","HENDRICK'S GIN - 750ML","750ML","672","$36.99",,
"47007","IMPORTED CORDIALS","COINTREAU - 750ML","750ML","1740","$40.99",,
"348000","AMERICAN RED","MENAGE A TROIS DECADENCE CAB 750 ML - 750ML","750ML","420","$12.99",,
"71730","ITALIAN RED WINE","NOZZOLE CHIANTI CLASSICO RIS - 750ML","750ML","192","$24.99",,
"58319","AUSTRALIAN","YELLOW TAIL P/GRIG - 750ML","750ML","2604","$7.99",,
"83413","AMERICAN WHITE","BONTERRA S/BLC - 750ML","750ML","624","$15.99",,
"70519","IMPORTED CORDIALS","AGUARDIENTE ANTIOQUENO SIN AZUCAR - 750ML","750ML","588","$21.99",,
"319036","AMERICAN BLUSH","SUTTER HOME PINK MOSCATO - 1.5L","1.5L","672","$14.99",,
"40169","DOMESTIC BRANDY","CHRISTIAN BROTHERS BRANDY - 1L","1L","192","$14.99",,
"83992","KOSHER","MANISCHEWITZ BLACKBERRY - 750ML","750ML","900","$7.99",,
"25447","DOMESTIC BOTTLE BEER","SAM ADAMS JACK-O 4/6-NR - 12.0Z (6-Pack)","6pk","8016","$10.99",,
"70033","CHILE","CYT CASILLERO DEL DIABLO CHARD 750ML","750ML","1512","$11.99",,
"307219","AMERICAN WHITE","BOTA BOX CHARDONNAY TETRA - 500ML","500ML","168","$5.99",,
"88427","AMERICAN WHITE","BAREFOOT CEL BLUEBERRY FRUITSCATO - 750ML","750ML","48","$7.99",,
"48259","IMPORTED CORDIALS","JAGERMEISTER LIQUEUR - 1L","1L","84","$32.99",,
"319899","ITALIAN WHITE WINE","BARONE FINI P/GRIG 750ML (1 Bottle)","750ML","696","$13.99","$11.99","09/30/2025"
"89923","DOMESTIC LIQUOR SPECIALTY","99 LEMONADES VARIETY PACK 12/10PK - 50ML (10-Pack)","10pk","960","$10.90",,
"32166","IMPORTED GIN","TANQUERAY GIN - 1.75L (1 Bottle)","1.75L","876","$42.99","$41.99","09/30/2025"
"35670","DOMESTIC VODKA","GORDON'S VODKA - 1.75L","1.75L","372","$15.99",,
"80934","SHERRY","TAYLOR DRY SHERRY - 750ML","750ML","132","$9.99",,
"19801","AMERICAN RED","STAGS LEAP NV CAB - 750ML","750ML","72","$57.99",,
"40126","DOMESTIC BRANDY","PAUL MASSON BRANDY VS - 750ML","750ML","444","$8.99",,
"41478","GERMAN WINE","DR LOOSEN L EST RIES TROC - 750ML","750ML","204","$16.99",,
"86436","KOSHER","MANISCHEWITZ CONCORD GRAPE - 1.5L","1.5L","396","$13.99",,
"88137","DOMESTIC BOTTLE BEER","HEAVY SEAS LOOSE CANNON - NR - 12.0Z (6-Pack)","6pk","2664","$12.99",,
"77273","IRISH WHISKEY","PADDYS IRISH WHISKEY - 750ML","750ML","540","$21.99",,
"70417","BLENDED WHISKEY","FIREBALL CINN WHISKY 50ML/10PK LOOSE","50ML","14400","$1.09",,
"89536","AMERICAN WHITE","BLACK BOX TART & TANGY S/BLC - 500ML","500ML","180","$3.99",,
"329022","ITALIAN WHITE WINE","ALVERDI P/GRIG - 750ML","750ML","672","$8.99",,
"19021","LIQ BASED RTD","ON THE ROCKS EFFEN ESPRESSO MARTINI RTD 375ML","375ML","192","$12.99",,
"79502","VERMOUTH","MARTINI & ROSSI DRY VERMOUTH - 1L","1L","312","$19.99",,
"72435","AUSTRALIAN","JACOBS CREEK SHZ - 750ML","750ML","156","$9.99",,
"186139","SPANISH/PORTUGUESE","BORSAO GARNACHA SELECCION - 750ML","750ML","84","$11.99",,
"241390","SINGLE MALT SCOTCH","THE GLENLIVET CARIBBEAN RESERVE - 750ML","750ML","258","$47.99",,
"55727","KOSHER","CANTINA GABRIELE MOSCATO - 750ML","750ML","144","$15.99",,
"311327","AMERICAN WHITE","BLACK BOX P/GRIG TETRA - 500ML","500ML","1032","$3.99",,
"35637","DOMESTIC VODKA","FLEISCHMANN'S VODKA - 1.75L","1.75L","312","$12.99",,
"81809","AMERICAN BLUSH","PETER VELLA BLUSH BIB - 5L","5L","108","$18.99",,
"319771","NON-ALCOHOLIC WINE","ANGOSTURA BITTERS - 16OZ - 16.0Z","16.0Z","156","$47.99",,
"297006","NEW ZEALAND","MATUA S/BLC LIGHTER - 750ML","750ML","144","$15.99",,
"82078","NEW ZEALAND","CUPCAKE MARLBOROUGH S/BLC - 750ML","750ML","492","$14.99",,
"58360","IMPORTED RUM","FLOR DE CANA RUM - GRAND RES - 750ML","750ML","372","$27.99",,
"38075","TEQUILA","1800 TEQUILA REPOSADA 750ML","750ML","720","$34.99",,
"66928","MALT BASED SELTZER","TRULY 12PK PARTY PACK VP CANS - 12.0Z (12-Pack)","12pk","3672","$19.99",,
"83837","NEW ZEALAND","BLACK BOX S/BLC 6/CS - 3L","3L","978","$21.99",,
"88293","AMERICAN TABLE WINE","CARLO ROSSI PAISANO - 4L","4L","192","$19.99",,
"245907","IMPORTED VODKA","BROKEN SHED VODKA - 750ML","750ML","84","$27.99",,
"241464","DOMESTIC LIQUOR SPECIALTY","99 SCHNAPPS ROOT BEER - 50ML","50ML","7320","$1.09",,
"37842","IMPORTED VODKA","GREY GOOSE VODKA - 1L","1L","1602","$44.99",,
"75162","DOMESTIC VODKA FLAVORS","SMIRNOFF VODKA - BLUEBERRY - 750ML","750ML","228","$13.99",,
"44804","STRAIGHT BOURBON WHISKEY","NOAHS MILL BOURBON - 750ML (1 Bottle)","750ML","30","$69.99","$58.99","09/30/2025"
"51250","AMERICAN RED","HAHN FNDR CAL CAB - 750ML (1 Bottle)","750ML","120","$14.99","$11.99","09/30/2025"
"333501","SPANISH/PORTUGUESE","LAB PORTUGESE RED - 3L","3L","42","$26.99",,
"17317","LIQ BASED RTD","CUTWATER WHITE RUSSIAN 6/4 CAN - 12.0Z (4-Pack)","4pk","3600","$12.99",,
"26573","SOUR MASH WHISKEY","JACK DANIELS BLACK - 1L","1L","3060","$37.99",,
"81772","AMERICAN WHITE","BAREFOOT CEL P/GRIG - 187ML","187ML","2832","$1.99",,
"55247","AMERICAN RED","ERATH OREGON P/NOIR 750ML (1 Bottle)","750ML","384","$22.99","$15.99","09/30/2025"
"237799","IMPORTED GIN","EMPRESS 1908 GIN 750ML","750ML","228","$36.99",,
"340837","AMERICAN RED","R MONDAVI PR SEL BBN BRL AGED CAB 750ML","750ML","1188","$13.99",,
"80783","AMERICAN RED","COPPOLA DIAM IVORY LABEL CAB - 750ML (1 Bottle)","750ML","420","$17.99","$14.99","09/30/2025"
"26262","DOMESTIC BOTTLE BEER","DEVILS BACKBONE VIENNA LAGER NR - 12.0Z (6-Pack)","6pk","3504","$12.99",,
"81560","AMERICAN WHITE","ICON MOSCATO - 750ML","750ML","360","$11.99",,
"77185","IMPORTED VODKA FLAVORS","KETEL ONE VODKA - CITRON - 750ML","750ML","312","$27.99",,
"61576","AMERICAN WHITE","Z ALEXANDER BROWN UNCAGED CHARDONNAY 750ML","750ML","744","$18.99",,
"36780","MALT BASED SELTZER","WHITE CLAW VARIETY PACK #2  2/12PK 12.OZ CAN - 12.0Z (12-Pack)","12pk","56304","$21.99",,
"246251","TEQUILA","MIJENTA TEQUILA REPOSADO 750ML","750ML","348","$61.99",,
"166839","AMERICAN RED","JOSH RESERVE BOURBON BARREL AGED CABERNET SAUVIGNON - 750ML","750ML","372","$21.99",,
"83382","AMERICAN RED","BOTA BOX-CAB(3/CS) - 3L","3L","384","$21.99",,
"45878","ITALIAN RED WINE","ALLEGRINI PALAZZO DEL TORRE - 750ML","750ML","84","$21.99",,
"409464","SPANISH/PORTUGUESE","BROADBENT VINHO VERDE - 750ML","750ML","216","$12.99",,
"242006","AMERICAN WHITE","DIATOM SANTA BARBARA CHARD - 750ML (1 Bottle)","750ML","432","$22.99","$19.99","09/30/2025"
"170523","AUSTRALIAN","FOUR SISTERS S/BLC - 6/750ML","750ML","96","$15.99",,
"54542","CANADIAN WHISKEY","CROWN ROYAL - CHOCOLATE - 750ML","750ML","2592","$31.99",,
"238717","ITALIAN WHITE WINE","RIONDO PROSECCO SPUMANTE - 750ML","750ML","252","$15.99",,
"27197","IMPORTED SCOTCH","CHIVAS REGAL 12YR - 750ML","750ML","516","$33.99",,
"39900","AMERICAN RED","STERLING VNT COLL P/NOIR - 750ML (1 Bottle)","750ML","108","$16.99","$11.99","09/30/2025"
"72097","DOMESTIC VODKA FLAVORS","SVEDKA VANILLA VODKA - 750ML","750ML","0","$12.99",,
"321828","AMERICAN WHITE","DECOY CHARD - 750ML","750ML","972","$19.99",,
"80545","RED BORDEAUX WINE","CH LA MOULINIERE RED - 750ML","750ML","384","$13.99",,
"79813","DOMESTIC VODKA FLAVORS","SMIRNOFF VODKA - KISS CARAMEL - 750ML","750ML","36","$13.99",,
"342109","SPARKLING","BENVOLIO PROSECCO - 750ML","750ML","1308","$15.99",,
"244015","LIQ BASED RTD","POST MERIDIEM VODKA GIMLET - 24/100ML","100ML","144","$4.99",,
"29033","CANADIAN WHISKEY","BLACK VELVET CANADIAN WHISKY - 1.75L","1.75L","582","$17.99",,
"68110","SHERRY","HARVEYS BRISTOL CREAM BLUE BTL - 750ML","750ML","72","$21.99",,
"67052","DOMESTIC CAN BEER","DOGFISH HEAD IPA 2/12 VP CANS - 12.0Z (12-Pack)","12pk","7128","$20.99",,
"237923","NON-ALCOHOLIC MIXERS","FEVER TREE SPARK PINK GRAPEFRUIT 6/4PK - 200ML (4-Pack)","4pk","2496","$7.99",,
"17825","TEQUILA","DON JULIO TEQUILA - 1942 - 750ML","750ML","366","$144.99",,
"89547","IMPORTED NON ALCOHOLIC BEER","GOSLINGS PEACH GINGER BEER- NA-CAN(SODA) - 12.0Z (6-Pack)","6pk","816","$8.99",,
"89515","AMERICAN TABLE WINE","VIBE - VENDANGE  MANGO  -  500ML","500ML","600","$3.99",,
"166860","IMPORTED CORDIALS","GRAND MARNIER CORDON ROUGE - 1L","1L","462","$47.99",,
"26816","DOMESTIC VODKA","SEAGRAM'S VODKA - EXTRA SMOOTH - 1.75L","1.75L","120","$18.99",,
"337049","ITALIAN WHITE WINE","SIMONETTI P/GRIG - 750ML","750ML","132","$10.99",,
"15989","AMERICAN RED","CARLO ROSSI SANGRIA - 4L","4L","372","$19.99",,
"52108","AUSTRALIAN","YELLOW TAIL CAB - 1.5L","1.5L","2580","$13.99",,
"70324","DOMESTIC VODKA FLAVORS","NEW AMSTERDAM VODKA - MANGO - 1.75L","1.75L","42","$21.99",,
"47163","SPANISH/PORTUGUESE","AVELEDA VINHO VERDE BRANCO - 750ML","750ML","468","$9.99",,
"63185","SINGLE MALT SCOTCH","GLENFIDDICH SPECIAL RES 12YR - 1.75L","1.75L","210","$112.99",,
"89289","AUSTRALIAN","YELLOW TAIL MOSCATO - 750ML","750ML","996","$6.99",,
"89551","AMERICAN RED","ROMBAUER S/LUCIA HL -  P/ NOIR  -750ML","750ML","0","$58.99",,
"40843","AMERICAN WHITE","FERRARI CARANO SONOMA F/BLC - 750ML","750ML","300","$16.99",,
"80646","AMERICAN RED","LIBERTY CREEK CAB - 500ML","500ML","132","$4.59",,
"41672","IMPORTED CORDIALS","SOHO LYCHEE LIQ - 750ML","750ML","144","$21.99",,
"17906","PRE-MIX COCKTAILS","MONTEBELLO LONG ISLAND ICE TEA - 1.75L","1.75L","198","$16.99",,
"88787","AMERICAN WHITE","CLOS DU BOIS BUTTERY CHARD - 750ML","750ML","576","$11.99",,
"26131","AMERICAN WHITE","COLUMBIA CREST GR EST CHARD - 750ML (1 Bottle)","750ML","564","$14.99","$9.99","09/30/2025"
"86547","AMERICAN WHITE","WM HILL CAL CHARD - 750ML","750ML","396","$13.99",,
"96083","IMPORTED BOTTLE BEER","HEINEKEN 4/6 NR - 12.0Z (6-Pack)","6pk","73344","$10.99",,
"78385","IMPORTED RUM","CAPTAIN MORGAN 100 PROOF RUM - 750ML","750ML","180","$18.99",,
"40266","DOMESTIC BRANDY","E&J BRANDY VS - 1.75L","1.75L","174","$26.99",,
"18769","SESSION RTD","NUTRL VODKA SODA FRUIT VARIETY RTD 3/8 CAN - 12.0Z (8-Pack)","8pk","5904","$18.99",,
"14024","AMERICAN RED","THREE FINGER JACK RUM BARREL RED 750ML (1 Bottle)","750ML","12","$16.99","$13.99","09/30/2025"
"76749","TEQUILA","CASAMIGOS TEQUILA - JALAPENO - 750ML","750ML","162","$47.99",,
"355238","AMERICAN RED","SEA SUN CAL PINOT NOIR - 750ML","750ML","96","$19.99",,
"379465","SESSION RTD","DOGFISH HEAD GRAPEFRUIT POMEGRANATE VODKA CRUSH 6/4 12OZ CAN - 12.0Z (4-Pack)","4pk","2208","$12.99",,
"235620","NEW ZEALAND","OYSTER BAY PINOT GRIGIO - 750ML","750ML","96","$17.99",,
"35769","AMERICAN WHITE","SONOMA CUTRER RR CHARD 750ML","750ML","2196","$27.99",,
"89085","DOMESTIC VODKA FLAVORS","SVEDKA STRAWBERRY VODKA - 750ML","750ML","0","$12.99",,
"248152","AMERICAN WHITE","CAKEBREAD SAUVIGNON BLANC NORTH COAST '24 - 750ML","750ML","72","$31.99",,
"54446","SESSION RTD","HIGH NOON SUN SIPS DAY PACK - 8 PK  - RTD- 355ML-CAN (8-Pack)","8pk","6840","$19.99",,
"371108","NEW ZEALAND","STONELEIGH MARLBOROGH SAUVIGNON BLANC - 750ML","750ML","552","$17.99",,
"371244","NEW ZEALAND","SATELLITE ESTATE SAUV IGNON BLANC - 750ML","750ML","132","$18.99",,
"21164","AMERICAN RED","BOGLE CAB - 750ML","750ML","2064","$11.99",,
"313972","AMERICAN RED","BAREFOOT CEL RED MOSCATO - 1.5L (1 Bottle)","1.5L","642","$14.99","$12.99","09/30/2025"
"89350","DOMESTIC LIQUOR SPECIALTY","FIREBALL BLAZIN APPLE WHISKY LOOSE - 50ML (10-Pack)","10pk","7320","$12.90",,
"76768","IMPORTED CORDIALS","CHAMBORD ROYALE LIQUEUR - 700ML","700ML","240","$33.99",,
"11835","STRAIGHT BOURBON WHISKEY","JIM BEAM WHITE - 50ML","50ML","0","$1.19",,
"55107","PRE-MIX COCKTAILS","CHI-CHI'S PINA COLADA - 1.75L","1.75L","180","$9.99",,
"69027","ITALIAN WHITE WINE","SANTA MARGHERITA P/GRIG VALDADIGE - 750ML","750ML","2748","$25.99",,
"54438","AMERICAN TABLE WINE","VIBE - VENDANGE  WATERMELON LIMEADE   -  500ML","500ML","732","$3.99",,
"381578","AMERICAN RED","JEZEBEL P/NOIR - 750ML","750ML","180","$22.99",,
"345511","ITALIAN RED WINE","STELLA ROSA RED - 750ML","750ML","588","$13.99",,
"247132","NON-ALCOHOLIC WINE","MIONETTO ALC-REMOVED SPARK - 750ML","750ML","72","$15.99",,
"28602","DOMESTIC CAN BEER","DC BRAU PILS 4/6 CAN - 12.0Z (6-Pack)","6pk","1512","$10.99",,
"84731","AMERICAN WHITE","NOBLE VINES 242 S/BLANC - 750ML","750ML","552","$12.99",,
"80477","AMERICAN RED","SAN ANTONIO CARDINALE - 750ML","750ML","156","$12.99",,
"11851","STRAIGHT BOURBON WHISKEY","QUALITY HOUSE  BOURBON 4YR - 1.75L","1.75L","78","$16.99",,
"82333","AMERICAN TABLE WINE","CARLO ROSSI CHIANTI - 4L","4L","24","$19.99",,
"19114","LIQ BASED RTD","CUTWATER MARGARITA VP 2/12 200ML CANS (12-Pack)","12pk","744","$27.99",,
"83417","AMERICAN WHITE","DARK HORSE CAL P/GRIG - 750ML","750ML","96","$9.99",,
"80657","CHILE","CYT FRONTERA CAB - 750ML","750ML","180","$7.99",,
"348578","AMERICAN TABLE WINE","YES WAY ROSE - 750ML","750ML","876","$14.99",,
"234304","ITALIAN RED WINE","FAMIGLIA CASTELLANI SANG TOSC COLLESANO - 750ML","750ML","192","$18.99",,
"76570","AMERICAN RED","BOGLE P/NOIR - 750ML","750ML","1104","$11.99",,
"232962","AMERICAN RED","AVERAEN WILLAMETTE VLY P/NOIR - 750ML","750ML","132","$31.99",,
"63592","KOSHER","BARTENURA MALVASIA - 750ML","750ML","168","$18.99",,
"71250","ITALIAN RED WINE","RIUNITE LAMBRUSCO RED - 750ML","750ML","60","$8.99",,
"63393","DOMESTIC BOTTLE BEER","BELLS TWO HEARTED ALE 4/6 NR - 12.0Z (6-Pack)","6pk","1434","$14.99",,
"379464","SESSION RTD","DOGFISH HEAD TROPICAL BAR CART VARIETY 3/8 CAN - 12.0Z (8-Pack)","8pk","2736","$19.99",,
"96920","IMPORTED BOTTLE BEER","PERONI 4/6 NR - 12.0Z (6-Pack)","6pk","6288","$11.99",,
"66989","DOMESTIC CAN BEER","SIERRA NEVADA HAZY IPA VP 2/12 CANS - 12.0Z (12-Pack)","12pk","6144","$19.99",,
"70133","IMPORTED GIN","NEW AMSTERDAM STRATUSPHERE GIN - 1.75L","1.75L","246","$25.99",,
"85979","AMERICAN RED","SIMI CAB - 750ML","750ML","984","$23.99",,
"75302","AMERICAN WHITE","BERINGER CAL P/GRIG - 1.5L","1.5L","264","$17.99",,
"351630","MISCELLANEOUS IMPORTED SPIRITS","CHUM-CHURUM SOONHARI STRAWBERRY SOJU - 375ML","375ML","360","$8.99",,
"71926","DOMESTIC VODKA","NEW AMSTERDAM VODKA - 375ML","375ML","696","$6.99",,
"71793","SESSION RTD","HIGH NOON SUN SIPS WATERMELON  - RTD - 6/4PK - 355ML (4-Pack)","4pk","3048","$10.99",,
"405817","AMERICAN WHITE","CANYON ROAD P/GRIG - 750ML","750ML","204","$7.59",,
"23445","IMPORTED BOTTLE BEER","CORONA EXTRA 24/12OZ LOOSE-NR - 12.0Z","12.0Z","7283","$34.99",,
"72678","SESSION RTD","HIGH NOON SUN SIPS LEMON - RTD - 4PK - 355ML (4-Pack)","4pk","576","$10.99",,
"87312","AMERICAN RED","DARK HORSE BIG BOLD RED - 750ML","750ML","168","$9.99",,
"70756","NON-ALCOHOLIC MIXERS","FINEST CALL SWEET & SOUR-NA - 1L","1L","2136","$4.99",,
"80130","AMERICAN BLUSH","SUTTER HOME PINK MOSCATO - 750ML","750ML","516","$9.99",,
"9997","IMPORTED BOTTLE BEER","HOEGAARDEN-NR - 12.0Z (6-Pack)","6pk","5736","$11.99",,
"66109","ITALIAN WHITE WINE","CAST BANFI SAN ANGELO P/GRIG - 750ML","750ML","204","$19.99",,
"52710","AMERICAN WHITE","COPPOLA DIAMOND S/BLC - 750ML (1 Bottle)","750ML","432","$15.99","$11.99","09/30/2025"
"31109","DOMESTIC CAN BEER","DOGFISH HEAD 60 MIN IPA 2/12 CAN - 12.0Z (12-Pack)","12pk","6456","$20.99",,
"13453","MISCELLANEOUS IMPORTED SPIRITS","MOZART CHOCOLATE CREAM LIQUEUR 750ML","750ML","60","$23.99",,
"100024","FRANCE-OTHER","MOMENT DE PLAISIR - 750ML","750ML","120","$13.99",,
"66125","ITALIAN WHITE WINE","CAVIT P/GRIG - 1.5L","1.5L","1890","$22.99",,
"30912","IMPORTED BOTTLE BEER","HEINEKEN SILVER 2/12 NR - 12.0Z (12-Pack)","12pk","264","$19.99",,
"348402","IMPORTED VODKA","SVEDKA VODKA - 50ML","50ML","2880","$0.99",,
"85688","WINE CANS","DARK HORSE  BUBBLES BRUT BRUT - CAN - 375ML","375ML","516","$6.99",,
"340703","ITALIAN WHITE WINE","ART OF EARTH P/GRIG ORGANIC 750ML","750ML","516","$11.99",,
"88516","SPARKLING","CHANDON GARDEN SPRITZER - 750ML","750ML","102","$27.99",,
"44067","MISCELLANEOUS IMPORTED WINE","STONES ORIGINAL GINGER WINE - 750ML","750ML","180","$14.99",,
"26329","DOMESTIC CAN BEER","SIERRA NEVADA OKTOBERFEST 2/12  CAN - 12.0Z (12-Pack)","12pk","3048","$19.99",,
"24074","IMPORTED BRANDY","ST REMY BRANDY XO - 750ML","750ML","60","$22.99",,
"69410","MISCELLANEOUS IMPORTED SPIRITS","HATOZAKI SMALL BATCH WHISKY 750ML","750ML","84","$50.99",,
"236326","TEQUILA","CODIGO 1530 ROSA TEQUILA - 750ML","750ML","120","$68.99",,
"80120","AMERICAN WHITE","DARK HORSE S/BLC - 750ML","750ML","420","$9.99",,
"238287","NON-ALCOHOLIC MIXERS","FEVER TREE MEDITERRANEAN TONIC WATER 6/4PK - 200ML (4-Pack)","4pk","2496","$7.99",,
"84674","AMERICAN RED","ELOUAN P/NOIR 750ML (1 Bottle)","750ML","408","$23.99","$17.99","09/30/2025"
"73989","ITALIAN WHITE WINE","CANDONI ORGANIC P/GRIG - 750ML","750ML","192","$14.99",,
"70979","NON-ALCOHOLIC MIXERS","ANGOSTURA BITTERS - 200ML","200ML","84","$29.99",,
"54539","SESSION RTD","HIGH NOON SUN SIPS - TEA LAKE PACK  - 8 PK  - RTD- 355ML-CAN (8-Pack)","8pk","1344","$22.99",,
"12976","DOMESTIC CAN BEER","ATLAS DANCE OF DAYS 4/6 CAN - 12.0Z (6-Pack)","6pk","1032","$12.99",,
"28215","IMPORTED SCOTCH","GRANT'S SCOTCH - 1.75L","1.75L","570","$29.99",,
"170870","SPARKLING","UNDERWOOD SPARKLING CANS 355ML","355ML","120","$7.99",,
"82120","AMERICAN TABLE WINE","FRANZIA RED SANGRIA BIB - 5LTR","5LTR","96","$20.99",,
"16727","DOMESTIC CAN BEER","DENIZENS PGC PREMIUM LAGER 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$9.99",,
"322463","TEQUILA","CASAMIGOS TEQUILA - REPOSADO - 750ML","750ML","2922","$52.99",,
"87211","SPARKLING","TOTTS BRUT CHAMPAGNE - 750ML","750ML","312","$11.99",,
"70473","DOMESTIC RUM FLAVORS","SEACRETS RUM - SPICED - 750ML","750ML","42","$24.99",,
"359420","AMERICAN WHITE","EQUOIA CHARDONNAY - 750ML","750ML","144","$15.99",,
"88896","AMERICAN RED","WENTE NTH DEGREE CAB SAUV - 750ML","750ML","0","$119.99",,
"38768","IMPORTED RUM","RONRICO RUM - GOLD - 1.75L","1.75L","162","$14.99",,
"21202","ARGENTINA","TRAPICHE OAK CASK MALBEC - 750ML","750ML","144","$12.99",,
"356236","MISCELLANEOUS IMPORTED SPIRITS","CHUM-CHURUM SOONHARI YOGURT SOJU - 375ML","375ML","420","$8.99",,
"349246","AMERICAN RED","BERINGER BBN BRL AGD RED BLEND - 750ML","750ML","120","$16.99",,
"247935","FRENCH RED WINE","MAS AMIEL VERTIGO ROUGE - 750ML","750ML","0","$23.99",,
"328843","SPARKLING","LALUCA PROSECCO - 750ML","750ML","228","$15.99",,
"43079","DOMESTIC CORDIALS","DEKUYPER SIGN BLUE CURACAO - 1L","1L","456","$10.99",,
"18152","IMPORTED CAN BEER","GUINNESS ZERO NA DRAUGHT 6/4 14.9OZ CANS - 14.9Z (4-Pack)","4pk","3024","$9.99",,
"25603","DOMESTIC BOTTLE BEER","FLYING DOG THE TRUTH NR - 12.0Z (6-Pack)","6pk","14856","$12.99",,
"76295","AMERICAN WHITE","BAREFOOT CEL CHARD - 1.5L (1 Bottle)","1.5L","828","$14.99","$12.99","09/30/2025"
"46663","IMPORTED CORDIALS","LA DIABLADA PICSO - 750ML","750ML","108","$32.99",,
"43002","AMERICAN WHITE","ERATH P/GRIS 750ML (1 Bottle)","750ML","12","$16.99","$12.99","09/30/2025"
"42288","NON-ALCOHOLIC MIXERS","FEVER TREE PREM TONIC WATER 3/8PK CN-150ML (8-Pack)","8pk","7944","$10.99",,
"10711","DOMESTIC CAN BEER","ATLAS PONZI 4/6 CANS - 12.0Z (6-Pack)","6pk","1536","$12.99",,
"333629","NEW ZEALAND","YEALANDS S/BLC - 750ML","750ML","72","$16.99",,
"89697","AMERICAN WHITE","BOORDY RIESLING ORIOLE - 750ML","750ML","96","$17.99",,
"12017","STRAIGHT BOURBON WHISKEY","OLD FORESTER BOURBON 86PROOF - 750ML","750ML","528","$21.99",,
"71785","SESSION RTD","HIGH NOON SUN SIPS PINEAPPLE- RTD - 6/4PK - 355ML (4-Pack)","4pk","3360","$10.99",,
"26034","NEW ZEALAND","MONKEY BAY S/BLC - 750ML","750ML","120","$11.99",,
"38563","IMPORTED RUM","BACARDI RUM - SELECT - 750ML","750ML","240","$13.99",,
"30900","IMPORTED CAN BEER","HEINEKEN SILVER 2/12  CAN - 12.0Z (12-Pack)","12pk","3624","$19.99",,
"178063","FRENCH BLUSH","LA VIEILLE FERME ROSE 750ML","750ML","2460","$12.99",,
"96172","IMPORTED BOTTLE BEER","AMSTEL LIGHT 4/6 NR - 12.0Z (6-Pack)","6pk","6960","$10.99",,
"4707","DOMESTIC CAN BEER","YUENGLING LAGER LOOSE CAN - 12.0Z","12.0Z","1877","$24.99",,
"79081","SPARKLING","MARTINI & ROSSI ASTI - 750ML","750ML","1392","$16.99",,
"323741","AMERICAN WHITE","CHALK HILL S/C CHARD - 750ML","750ML","600","$21.99",,
"246429","SESSION RTD","SURFSIDE RASPBERRY LEMONADE & VODKA 6/4PK RTD 12OZ CAN - 12.0Z (4-Pack)","4pk","5040","$8.99",,
"379040","SESSION RTD","STATESIDE VODKA SODA GREATEST HITS PACK 3/8PK 12OZ CAN - 12.0Z (8-Pack)","8pk","7392","$17.99",,
"10529","PRE-MIX COCKTAILS","JOSE CUERVO GOLDEN MARGARITA - 1.75L","1.75L","354","$18.99",,
"88881","IMPORTED RUM FLAVORS","BACARDI DRAGONBERRY RUM - 750ML","750ML","384","$13.99",,
"426715","RHONE RED WINE","PERRIN RES RSE 750ML","750ML","252","$15.99",,
"85197","AMERICAN TABLE WINE","FRANZIA SUMMIT CHILL RED BIB - 5L","5L","116","$20.99",,
"63945","AMERICAN WHITE","BOTA BOX NIGHTHAWK GOLD CHARD 3L","3L","204","$21.99",,
"91664","SESSION RTD","NUTRL LIME RTD 6/4 CAN - 12.0Z (4-Pack)","4pk","2760","$9.99",,
"72737","IMPORTED VODKA","REYKA VODKA 6/CS - 750ML","750ML","348","$25.99",,
"30999","DOMESTIC CAN BEER","SIERRA NEVADA JUICY LITTLE THING 4/6 CN - 12.0Z (6-Pack)","6pk","2736","$10.99",,
"18771","SESSION RTD","NUTRL VODKA SODA LEMONADE VARIETY RTD 3/8 CAN - 12.0Z (8-Pack)","8pk","1944","$18.99",,
"36722","IMPORTED VODKA","KETEL ONE VODKA - 750ML","750ML","696","$27.99",,
"41416","IMPORTED BRANDY","ST REMY BRANDY VSOP - 1.75L","1.75L","126","$29.99",,
"53210","AMERICAN WHITE","SUTTER HOME P/GRIG - 750ML","750ML","660","$9.99",,
