MonthDate,YearMonthKey,ISR_SA,ISR_NSA,Gap_abs,Gap_pct
2016-07-01,201607,1.49,1.44,0.050000000000000044,3.472222222222225
2016-08-01,201608,1.49,1.42,0.07000000000000006,4.929577464788737
2016-09-01,201609,1.49,1.55,-0.06000000000000005,-3.8709677419354875
2016-10-01,201610,1.49,1.58,-0.09000000000000008,-5.696202531645574
2016-11-01,201611,1.5,1.55,-0.050000000000000044,-3.2258064516129057
2016-12-01,201612,1.48,1.26,0.21999999999999997,17.46031746031746
2017-01-01,201701,1.47,1.63,-0.15999999999999992,-9.815950920245395
2017-02-01,201702,1.47,1.66,-0.18999999999999995,-11.445783132530119
2017-03-01,201703,1.48,1.46,0.020000000000000018,1.3698630136986314
2017-04-01,201704,1.48,1.51,-0.030000000000000027,-1.986754966887419
2017-05-01,201705,1.49,1.4,0.09000000000000008,6.428571428571435
2017-06-01,201706,1.49,1.45,0.040000000000000036,2.758620689655175
2017-07-01,201707,1.49,1.45,0.040000000000000036,2.758620689655175
2017-08-01,201708,1.5,1.42,0.08000000000000007,5.633802816901413
2017-09-01,201709,1.45,1.5,-0.050000000000000044,-3.333333333333336
2017-10-01,201710,1.45,1.54,-0.09000000000000008,-5.844155844155849
2017-11-01,201711,1.44,1.48,-0.040000000000000036,-2.7027027027027053
2017-12-01,201712,1.44,1.25,0.18999999999999995,15.199999999999998
2018-01-01,201801,1.45,1.59,-0.14000000000000012,-8.805031446540887
2018-02-01,201802,1.45,1.64,-0.18999999999999995,-11.585365853658534
2018-03-01,201803,1.45,1.41,0.040000000000000036,2.8368794326241162
2018-04-01,201804,1.45,1.5,-0.050000000000000044,-3.333333333333336
2018-05-01,201805,1.44,1.35,0.08999999999999986,6.666666666666655
2018-06-01,201806,1.45,1.41,0.040000000000000036,2.8368794326241162
2018-07-01,201807,1.44,1.4,0.040000000000000036,2.85714285714286
2018-08-01,201808,1.45,1.38,0.07000000000000006,5.072463768115947
2018-09-01,201809,1.46,1.54,-0.08000000000000007,-5.194805194805199
2018-10-01,201810,1.46,1.52,-0.06000000000000005,-3.947368421052635
2018-11-01,201811,1.44,1.47,-0.030000000000000027,-2.040816326530614
2018-12-01,201812,1.49,1.3,0.18999999999999995,14.615384615384611
2019-01-01,201901,1.5,1.63,-0.1299999999999999,-7.97546012269938
2019-02-01,201902,1.5,1.71,-0.20999999999999996,-12.280701754385962
2019-03-01,201903,1.47,1.47,0.0,0.0
2019-04-01,201904,1.48,1.49,-0.010000000000000009,-0.671140939597316
2019-05-01,201905,1.46,1.38,0.08000000000000007,5.797101449275368
2019-06-01,201906,1.46,1.45,0.010000000000000009,0.6896551724137937
2019-07-01,201907,1.46,1.4,0.06000000000000005,4.28571428571429
2019-08-01,201908,1.45,1.37,0.07999999999999985,5.839416058394149
2019-09-01,201909,1.46,1.54,-0.08000000000000007,-5.194805194805199
2019-10-01,201910,1.46,1.51,-0.050000000000000044,-3.3112582781456985
2019-11-01,201911,1.44,1.47,-0.030000000000000027,-2.040816326530614
2019-12-01,201912,1.43,1.24,0.18999999999999995,15.322580645161285
2020-01-01,202001,1.44,1.55,-0.1100000000000001,-7.096774193548392
2020-02-01,202002,1.43,1.57,-0.14000000000000012,-8.917197452229306
2020-03-01,202003,1.54,1.55,-0.010000000000000009,-0.6451612903225812
2020-04-01,202004,1.68,1.68,0.0,0.0
2020-05-01,202005,1.33,1.27,0.06000000000000005,4.724409448818902
2020-06-01,202006,1.21,1.19,0.020000000000000018,1.6806722689075646
2020-07-01,202007,1.21,1.16,0.050000000000000044,4.310344827586212
2020-08-01,202008,1.22,1.18,0.040000000000000036,3.3898305084745797
2020-09-01,202009,1.22,1.27,-0.050000000000000044,-3.9370078740157513
2020-10-01,202010,1.24,1.28,-0.040000000000000036,-3.1250000000000027
2020-11-01,202011,1.26,1.3,-0.040000000000000036,-3.0769230769230793
2020-12-01,202012,1.26,1.1,0.15999999999999992,14.545454545454536
2021-01-01,202101,1.22,1.33,-0.1100000000000001,-8.27067669172933
2021-02-01,202102,1.25,1.42,-0.16999999999999993,-11.971830985915489
2021-03-01,202103,1.12,1.1,0.020000000000000018,1.8181818181818195
2021-04-01,202104,1.1,1.1,0.0,0.0
2021-05-01,202105,1.1,1.05,0.050000000000000044,4.761904761904765
2021-06-01,202106,1.09,1.07,0.020000000000000018,1.8691588785046744
2021-07-01,202107,1.13,1.08,0.04999999999999982,4.629629629629613
2021-08-01,202108,1.13,1.09,0.039999999999999813,3.6697247706421847
2021-09-01,202109,1.12,1.17,-0.04999999999999982,-4.273504273504258
2021-10-01,202110,1.11,1.17,-0.05999999999999983,-5.128205128205114
2021-11-01,202111,1.12,1.15,-0.029999999999999805,-2.608695652173896
2021-12-01,202112,1.18,1.04,0.1399999999999999,13.461538461538453
2022-01-01,202201,1.19,1.29,-0.10000000000000009,-7.751937984496131
2022-02-01,202202,1.2,1.35,-0.15000000000000013,-11.11111111111112
2022-03-01,202203,1.21,1.19,0.020000000000000018,1.6806722689075646
2022-04-01,202204,1.2,1.19,0.010000000000000009,0.8403361344537823
2022-05-01,202205,1.22,1.16,0.06000000000000005,5.172413793103453
2022-06-01,202206,1.22,1.2,0.020000000000000018,1.6666666666666683
2022-07-01,202207,1.25,1.21,0.040000000000000036,3.305785123966945
2022-08-01,202208,1.25,1.21,0.040000000000000036,3.305785123966945
2022-09-01,202209,1.25,1.31,-0.06000000000000005,-4.580152671755729
2022-10-01,202210,1.24,1.3,-0.06000000000000005,-4.615384615384619
2022-11-01,202211,1.26,1.28,-0.020000000000000018,-1.5625000000000013
2022-12-01,202212,1.28,1.13,0.15000000000000013,13.274336283185853
2023-01-01,202301,1.24,1.34,-0.10000000000000009,-7.4626865671641855
2023-02-01,202302,1.25,1.41,-0.15999999999999992,-11.347517730496449
2023-03-01,202303,1.28,1.26,0.020000000000000018,1.5873015873015885
2023-04-01,202304,1.27,1.28,-0.010000000000000009,-0.7812500000000007
2023-05-01,202305,1.27,1.2,0.07000000000000006,5.833333333333339
2023-06-01,202306,1.27,1.24,0.030000000000000027,2.4193548387096793
2023-07-01,202307,1.26,1.23,0.030000000000000027,2.4390243902439046
2023-08-01,202308,1.26,1.21,0.050000000000000044,4.132231404958682
2023-09-01,202309,1.26,1.32,-0.06000000000000005,-4.545454545454549
2023-10-01,202310,1.27,1.32,-0.050000000000000044,-3.7878787878787907
2023-11-01,202311,1.27,1.29,-0.020000000000000018,-1.5503875968992262
2023-12-01,202312,1.28,1.14,0.14000000000000012,12.280701754385976
